ID	P1Q1	P1Q2	P1Q3	P1Q4	P1Q5	P1Q6	P1Q7	P1Q8	P1Q9	P2Q1	P2Q2	P2Q3	P2Q4	P2Q5	P2Q6	P2Q7	P2Q8	P2Q9	P2Q10	P3Q1	P3Q2	P3Q3	P3Q4	P3Q5	P3Q6	P3Q7	P3Q8	P3Q9	P3Q10	P4Q1	P4Q2	P4Q3	P4Q4	P4Q5	P4Q6	P4Q7	P4Q8	P4Q9	P4Q10
235	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"A, B, C, D"	"A, B, C, F"	44	51	2	"A, C, D"	"B, C, D"		C	A	2	B	"A, C"	2		2	2				"A, B, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	10	4	5	B	C	"C, E"
236	"5
3"	"A, D, E"	"A, B, C"	b 56	hlo	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"34, 24, 54, 21, 26, 28"	"26, 21, 28, 34, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIND
MINT
MIDTERM"	B	4	4	9	4	4	G	C	"C, E"
237	"5
3
"	D	"A, B, C"	break 56	"h
l
o
"	B	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	5	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	5	10	4	4	B	C	"C, E"
238	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"A, B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	0	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	6	B	C	"A, B, C, E"
239	"5
3"	E	"A, B, C"	b 56	"h
l
o"	E	E	"A, D"	"B, C, E, F"	44	50	1	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	3	B	"C, D"	1	"13, 12, 15, 5, 18, 26"	2	1	"A, C, D"	"34, 26, 54, 21, 28, 24"	"34, 30, 54, 26, 28, 21"	"A, C, D"	8	"mad
mid
midterm
mint
mind
"	E	12							
240	"5
3"	E	"A, B, C"	break 56	"h
l
o"	C	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"A, B, C, F, L, G, E"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	"A, C"	"28, 24, 34, 21, 26, 54"	"30, 28, 34, 21, 26, 54"	"A, E"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	13	3	4	B	C	E
241	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"A, B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	A	6	"AD
MID
MIDTERM
MIND
MINT
"	"B, D"	3	4	6	4	4	B	C	"A, B, C, E"
242	"5
3"	D		break 57		B	E		"B, C, F"	42	49		"A, C, D"							"A, C"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C"	6	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	4	B	C	"C, E"
243	"5
3"	D	"A, B, C"	b myprogram.cpp : 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	99	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	"A, D"	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 54, 28, 30"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"C, D"	4	4	12	4	4	B	C	"C, E"
244	"8
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	"A, C"	"34, 26, 54, 21, 28, 24"	"34, 26, 54, 21, 28, 30"	"A, C, D"	7	"mad
mid
midterm
mint
mind"	B	4	4	10	4	4	B	C	"C, E"
245	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	4	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	A	8	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	4	B	C	"B, D"
246	"5
3"	D	"A, B, C"	break myprogram.cpp:56	hlo	"B, D"	C	"A, D"	"A, B, C, F"	44	7	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	"A, D"	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	4	B	B	E
247	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"A, B, C"	E	"A, B, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 24, 34, 21, 28, 54"	"26, 21, 34, 28, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	5	4	6	6	B	C	"A, C, E"
248	"5 
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	hlo	"B, C"	E	"C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	3	B	C	"C, E"
249	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"A, B, C"
250	"5
3"	E	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	7	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A			"A, B, C, D, E"	9	"MAD
MID
MIDTERM
MIND
MINT
"	"A, B, D"	4	4	9	4	8	B	C	"D, E"
251	"5
5"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	D	"A, C, D"	"A, B, C, E, F"	44	98	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, D"	"26, 21, 34, 24, 28, 54"	"26, 21, 28, 30, 34, 54"	F	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	4	B	C	C
252	"5
3"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"A, B, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	D	"E, C, L, B, F, A, G"	C	B	2	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, E"	15	"mad
mid
midterm
mind
mint"	B	4	4	8	4	7	B	C	"C, E"
253	"5
3"	"D, E"	"A, B, C"	b 56	hlo	"A, B, C, D"	E	"B, C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	8	4	4	B	C	"C, E"
254	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	98	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	1	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	4	B	C	"C, E"
255	"5
3
"	D	"A, B, C"	b 56	"h
l
o
"	E	E	"A, B, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	25	4	4	B	C	"A, C, E"
256	"5
3"	"D, E"	"A, C"	b 57 myprogram.cpp	"h
l
o"	"A, B"	E	"C, D"	"A, B, C, D, E, F"	43	49	2	"A, C, D"	B	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 15, 5, 18, 26"	2	1		"26, 21, 34, 24, 28, 54"		"A, B, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, C"	4	4	24	4	4	B	B	"A, C, E"
257	"5
3"	E	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"A, B"	E	"B, C, D"	"A, B, C, E, F"	43	48	2	"C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	6	"MAD
MID
MIND
MINT
TERM"	"C, D"	4	4	24	3	3	C	C	"C, D"
258	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	4	B	B	"C, E"
259	"5
3
"	E	"A, B, C"	b myprogram.cpp:56	"h
l
o
"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
260	"5
3
"	"D, E"	"A, B, C"	b 56	"h
l
o
"	B	D	"A, B, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3		1	2	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	12	6	8	B	C	"C, E"
261	"5
3
"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	C	E	"B, C, D"	"B, C, D, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	30	4	5			"C, E"
262	"5
3"	E	"A, B, C"	break 56	hlo	B	D	C	"A, C, F"	182	50	2	"A, C, D"	"B, C, D"	"E, C, L, B, F, A, G"	C	A	2	"A, B"	"A, C"	3	"13, 12, 18, 5, 15, 26"	1	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, D"	5	"MAD
MID
MIDTERM
MID
MINT
"	"B, D"	4	4	10	4	9	B	C	"A, C, E"
263	5 3	E	"B, C"	b 56	"h
l
o"	"A, B"	E	"B, C, D"	"B, D, F"	43	98	2	"A, C, D"	"B, C"	"E, C, L, B, F, A, G"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	4	9	C	C	"B, C, E"
264	"5
3"	D	"A, C"	break 56	"h
l
o"	"B, C"	E	"A, B, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	C	"A, C, E"
265	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	hlo	C	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 26, 5, 15, 18"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4					B	C	"A, C, E"
266	"5
3"	D	"A, C"	b myprogram.cpp:57	"h
l
o"	"B, C"	E	"C, D"	"A, B, C, F"	44	49	2	"A, C, D"	B	"E, C, G, B, F, L, A"	C	A	0	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A					"MAD 
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	6	4	4	B	C	"A, C, E"
267	"5
3
"	A	"A, B, C"	break 56	"h
l
o
"	"B, C"	E	"C, D"	"A, B, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	E	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D, E"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	4	10	4	9	B	E	"C, E"
268	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, C"	D	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 24, 34, 21, 28, 54"		"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	5	B	B	"C, E"
269	"5
3"	"A, D"	"A, B, C"	break 56	"h
l
o"	"A, B"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mint
mind"	"B, C, D"	5	5	8	4	4	B	C	"C, D"
270	"5
3"	D	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"			A			"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"C, E"
271	"5
5"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"A, D"	"A, B, C, E, F"	44	49	2	"A, B, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	A	6	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	C	"C, E"
272	"5 
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"A, B"	E	"B, C, D"	"A, B, C, E, F"	44	40	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	9	4	4	B	C	"A, D, E"
273	"5
3"	D	"A, B, C"	break 56	hlo	"B, C"	E	"B, C, D"	"A, B, D, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 30, 21, 54"	"A, B, C, D, E"	7		"B, C, D"	5	3						
274	"5
3"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	D	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4	9	4	4	B	C	"A, C, D, E"
275		D	"A, B, C"	b 56								2	"C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	4	B	C	"A, B, C, E"
276	"5
3"	D	"A, B, C"	b 56	hlo	"A, B"	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND
"	D	4	4	8	4		B	C	"A, C, E"
277	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D, E"	"E, C, F, B, G, A, L"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	4	B	C	"C, E"
278	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
0"	C	C	"C, D"	"A, B, F"	44	50	2	"A, B, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	0	"A, B"	"A, C, D"	4	"13, 12, 18, 5, 15, 26"	1	1	"C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, D"	3	"ad
mad
midterm
mind
mint"	"B, D"	4	4	5	4	5	B	C	"C, E"
279	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:14	"h
l
o"	"B, C, D"	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	5	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4				B	C	"C, E"
280	"5
3"	D	A	break 56	hlo	"A, B, C"	D	"B, D"	"B, D, E"	44	50	2	"A, C, D"	"B, D"	"E, C, A, B, F, G, L"	C	C	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1				"A, B, C, D"	7	"mad
midterm
mind
mint"	B	4	4	9	4	4	B	C	"C, D, E"
281	"5
3
"	D	"A, B, C"	break 56	"h
l
o
"	B	E	D	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 28, 54, 30"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	5	3	B	C	"C, E"
282	"5
5"	E	"A, B, C"	b myprogram.cpp:56	"h
l
o
"	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	A	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
283	"5
3
"	"D, E"	"A, B, C"	break 56	"h
l
o
"	B	E	"B, C, D"	"A, B, C, D, F"	43	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	4	10	4	6	B	C	"C, E"
284	"2
3"	"A, D, E"	A	b 56	hlo	"B, D"	D	"B, D"	"A, B, C, F"	1	100	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	8	B	F	"C, E"
285		D	D	b 56	"h
l
o"		E			44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID 
MIDTERM
MIND
MINT "	B	4	4	10	4	3	B	C	"C, E"
286	"5
5"	"D, E"	A	b 56	hlo	"B, C"	E	"A, C, D"	"A, B, C, F"	42	51	2	"A, C, D"	"D, E"	"E, C, L, B, F, A, G"	C	B	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	5	D		"C, E"
287	"5
3"	D	"A, B, C"	break 56	"h
l
o"	B	E	"C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	4	6	1	2	B	C	"C, D, E"
288	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	A	C	2	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	5	6	B	D	"C, E"
289	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, D"	"B, D, F"	1	50	2	"A, C, D"	"B, D"	"E, C, F, B, G, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIND
MINT
MINTD
MIDTERM"	"A, B, D"						C	B	E
290	"5
3"	"D, E"	"A, B, C"	break 56	hlo	C	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"		"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	6	B	C	"C, E"
291	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	5			4	4	B	B	"A, B"
292	"5
5"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, B, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	B	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1		A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	A	7	"mad
mid
midterm
mint
mind"	"B, D"	4	4	10	4	6	B	B	
293	"5
3"	"A, B, D, E"	"A, B, C"	b 56	"h
l
o"	E	E	"B, C, D"	"A, B, C, E, F"	44	50	1	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	1	"13, 12, 18, 5, 15, 26"	2							"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	F	"A, C, E"
294	"5
3"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"		E				50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	1	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	5	4	B	C	"A, B, E"
295	"5
5"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o
"	"B, C, D"	E	B	"A, B, C, F"	1	193	2	"A, C, D"	F	"E, C, F, B, G, A, L"	B	A	1	B	"A, C, D"	0		1		"A, D"				8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	8	B	C	"C, E"
